data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 1 - PRA Multiplicity : 2 - Max angle PRA : 127.759 - Max Angle Fit : 52.1131 - Q value       : 4.0825 - Track points : 157
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 25 - PRA Multiplicity : 2 - Max angle PRA : 125.105 - Max Angle Fit : 54.9564 - Q value       : 3.76001 - Track points : 161
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 27 - PRA Multiplicity : 4 - Max angle PRA : 120.486 - Max Angle Fit : 59.5149 - Q value       : 3.81582 - Track points : 166
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 29 - PRA Multiplicity : 2 - Max angle PRA : 127.383 - Max Angle Fit : 52.5494 - Q value       : 3.46197 - Track points : 162
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 31 - PRA Multiplicity : 2 - Max angle PRA : 127.004 - Max Angle Fit : 52.9337 - Q value       : 3.3982 - Track points : 157
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 33 - PRA Multiplicity : 2 - Max angle PRA : 125.473 - Max Angle Fit : 54.388 - Q value       : 3.653 - Track points : 145
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 35 - PRA Multiplicity : 5 - Max angle PRA : 117.558 - Max Angle Fit : 61.3069 - Q value       : 3.74254 - Track points : 24
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 37 - PRA Multiplicity : 2 - Max angle PRA : 119.806 - Max Angle Fit : 60.2159 - Q value       : 3.48625 - Track points : 177
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 39 - PRA Multiplicity : 2 - Max angle PRA : 133.47 - Max Angle Fit : 46.4037 - Q value       : 3.58049 - Track points : 147
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 41 - PRA Multiplicity : 2 - Max angle PRA : 124.442 - Max Angle Fit : 55.5407 - Q value       : 3.40533 - Track points : 179
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 43 - PRA Multiplicity : 3 - Max angle PRA : 117.706 - Max Angle Fit : 63.1932 - Q value       : -0.656832 - Track points : 14
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 45 - PRA Multiplicity : 2 - Max angle PRA : 124.972 - Max Angle Fit : 55.0695 - Q value       : 3.73034 - Track points : 154
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 49 - PRA Multiplicity : 2 - Max angle PRA : 120.039 - Max Angle Fit : 60.0613 - Q value       : 3.73218 - Track points : 145
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 51 - PRA Multiplicity : 2 - Max angle PRA : 123.323 - Max Angle Fit : 56.6919 - Q value       : 3.63638 - Track points : 173
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 53 - PRA Multiplicity : 2 - Max angle PRA : 131.074 - Max Angle Fit : 48.8993 - Q value       : 3.79431 - Track points : 154
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 55 - PRA Multiplicity : 4 - Max angle PRA : 115.028 - Max Angle Fit : 65.3469 - Q value       : 1.87238 - Track points : 17
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 57 - PRA Multiplicity : 6 - Max angle PRA : 118.151 - Max Angle Fit : 61.8195 - Q value       : 3.67956 - Track points : 214
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 59 - PRA Multiplicity : 2 - Max angle PRA : 117.419 - Max Angle Fit : 62.3369 - Q value       : 3.39198 - Track points : 194
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 61 - PRA Multiplicity : 2 - Max angle PRA : 116.957 - Max Angle Fit : 62.937 - Q value       : 3.32829 - Track points : 213
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 63 - PRA Multiplicity : 2 - Max angle PRA : 119.958 - Max Angle Fit : 60.009 - Q value       : 3.37053 - Track points : 175
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 65 - PRA Multiplicity : 2 - Max angle PRA : 118.527 - Max Angle Fit : 61.4439 - Q value       : 3.49575 - Track points : 190
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 67 - PRA Multiplicity : 2 - Max angle PRA : 123.514 - Max Angle Fit : 56.4553 - Q value       : 3.2897 - Track points : 177
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 69 - PRA Multiplicity : 2 - Max angle PRA : 121.868 - Max Angle Fit : 58.0604 - Q value       : 3.37835 - Track points : 175
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 71 - PRA Multiplicity : 2 - Max angle PRA : 122.355 - Max Angle Fit : 57.6201 - Q value       : 3.28563 - Track points : 177
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 73 - PRA Multiplicity : 2 - Max angle PRA : 117.371 - Max Angle Fit : 62.3561 - Q value       : 3.24317 - Track points : 173
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 79 - PRA Multiplicity : 2 - Max angle PRA : 126.052 - Max Angle Fit : 53.8476 - Q value       : 3.44609 - Track points : 162
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 81 - PRA Multiplicity : 2 - Max angle PRA : 127.397 - Max Angle Fit : 52.5041 - Q value       : 3.30573 - Track points : 168
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 83 - PRA Multiplicity : 2 - Max angle PRA : 132.199 - Max Angle Fit : 47.7915 - Q value       : 3.42626 - Track points : 168
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 85 - PRA Multiplicity : 2 - Max angle PRA : 123.131 - Max Angle Fit : 56.9235 - Q value       : 3.76108 - Track points : 163
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 89 - PRA Multiplicity : 2 - Max angle PRA : 123.87 - Max Angle Fit : 56.1447 - Q value       : 3.82895 - Track points : 149
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 91 - PRA Multiplicity : 2 - Max angle PRA : 134.146 - Max Angle Fit : 45.8633 - Q value       : 4.4373 - Track points : 138
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 93 - PRA Multiplicity : 3 - Max angle PRA : 120.423 - Max Angle Fit : 59.1042 - Q value       : 1.70944 - Track points : 32
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 95 - PRA Multiplicity : 3 - Max angle PRA : 118.901 - Max Angle Fit : 60.7743 - Q value       : 3.0074 - Track points : 38
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 97 - PRA Multiplicity : 2 - Max angle PRA : 129.966 - Max Angle Fit : 50.1124 - Q value       : 3.78489 - Track points : 132
data_sim_0_0/fit_analysis__sim_run_sim_0_0_12300_12400.root - Event : 99 - PRA Multiplicity : 2 - Max angle PRA : 131.645 - Max Angle Fit : 48.3581 - Q value       : 3.2024 - Track points : 162
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 3 - PRA Multiplicity : 2 - Max angle PRA : 122.012 - Max Angle Fit : 57.7816 - Q value       : 3.65744 - Track points : 152
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 5 - PRA Multiplicity : 3 - Max angle PRA : 119.112 - Max Angle Fit : 62.3267 - Q value       : 0.429557 - Track points : 11
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 7 - PRA Multiplicity : 2 - Max angle PRA : 133.996 - Max Angle Fit : 45.9871 - Q value       : 3.68942 - Track points : 137
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 9 - PRA Multiplicity : 2 - Max angle PRA : 130.191 - Max Angle Fit : 49.7396 - Q value       : 3.34354 - Track points : 165
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 11 - PRA Multiplicity : 2 - Max angle PRA : 129.294 - Max Angle Fit : 50.716 - Q value       : 3.89376 - Track points : 140
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 13 - PRA Multiplicity : 2 - Max angle PRA : 126.922 - Max Angle Fit : 53.0059 - Q value       : 3.4199 - Track points : 151
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 15 - PRA Multiplicity : 2 - Max angle PRA : 129.93 - Max Angle Fit : 50.0636 - Q value       : 3.7513 - Track points : 150
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 17 - PRA Multiplicity : 2 - Max angle PRA : 128.254 - Max Angle Fit : 51.6553 - Q value       : 3.90347 - Track points : 164
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 19 - PRA Multiplicity : 2 - Max angle PRA : 121.763 - Max Angle Fit : 57.6156 - Q value       : 4.16153 - Track points : 46
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 21 - PRA Multiplicity : 2 - Max angle PRA : 130.734 - Max Angle Fit : 49.1462 - Q value       : 3.68526 - Track points : 158
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 23 - PRA Multiplicity : 2 - Max angle PRA : 122.209 - Max Angle Fit : 57.7735 - Q value       : 3.71138 - Track points : 147
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 25 - PRA Multiplicity : 2 - Max angle PRA : 125.866 - Max Angle Fit : 54.0925 - Q value       : 3.73846 - Track points : 153
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 27 - PRA Multiplicity : 2 - Max angle PRA : 125.928 - Max Angle Fit : 53.9836 - Q value       : 3.66511 - Track points : 141
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 29 - PRA Multiplicity : 2 - Max angle PRA : 120.059 - Max Angle Fit : 59.9646 - Q value       : 3.68672 - Track points : 160
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 31 - PRA Multiplicity : 2 - Max angle PRA : 120.067 - Max Angle Fit : 59.7971 - Q value       : 3.69515 - Track points : 176
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 33 - PRA Multiplicity : 2 - Max angle PRA : 127.811 - Max Angle Fit : 52.1071 - Q value       : 3.9501 - Track points : 160
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 35 - PRA Multiplicity : 2 - Max angle PRA : 117.618 - Max Angle Fit : 62.358 - Q value       : 3.30401 - Track points : 148
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 37 - PRA Multiplicity : 2 - Max angle PRA : 126.768 - Max Angle Fit : 53.1689 - Q value       : 3.81146 - Track points : 152
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 39 - PRA Multiplicity : 2 - Max angle PRA : 131.589 - Max Angle Fit : 48.312 - Q value       : 3.06134 - Track points : 155
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 41 - PRA Multiplicity : 2 - Max angle PRA : 130.322 - Max Angle Fit : 49.789 - Q value       : 4.04943 - Track points : 132
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 47 - PRA Multiplicity : 2 - Max angle PRA : 127.961 - Max Angle Fit : 52.1694 - Q value       : 3.64059 - Track points : 168
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 49 - PRA Multiplicity : 2 - Max angle PRA : 117.71 - Max Angle Fit : 62.0762 - Q value       : 3.37583 - Track points : 167
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 53 - PRA Multiplicity : 3 - Max angle PRA : 116.773 - Max Angle Fit : 63.1975 - Q value       : 2.45011 - Track points : 73
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 55 - PRA Multiplicity : 2 - Max angle PRA : 127.721 - Max Angle Fit : 52.1322 - Q value       : 3.35796 - Track points : 159
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 57 - PRA Multiplicity : 2 - Max angle PRA : 129.489 - Max Angle Fit : 50.5481 - Q value       : 4.13235 - Track points : 148
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 59 - PRA Multiplicity : 2 - Max angle PRA : 133.547 - Max Angle Fit : 46.4273 - Q value       : 3.79368 - Track points : 149
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 61 - PRA Multiplicity : 2 - Max angle PRA : 118.339 - Max Angle Fit : 60.9462 - Q value       : 3.87232 - Track points : 130
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 63 - PRA Multiplicity : 2 - Max angle PRA : 119.834 - Max Angle Fit : 60.1947 - Q value       : 3.38828 - Track points : 196
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 65 - PRA Multiplicity : 3 - Max angle PRA : 119.068 - Max Angle Fit : 60.5662 - Q value       : 3.7886 - Track points : 46
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 67 - PRA Multiplicity : 2 - Max angle PRA : 120.701 - Max Angle Fit : 59.2679 - Q value       : 3.54468 - Track points : 163
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 69 - PRA Multiplicity : 2 - Max angle PRA : 131.949 - Max Angle Fit : 48.035 - Q value       : 3.82817 - Track points : 159
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 71 - PRA Multiplicity : 2 - Max angle PRA : 127.934 - Max Angle Fit : 51.9269 - Q value       : 3.7933 - Track points : 158
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 73 - PRA Multiplicity : 4 - Max angle PRA : 117.378 - Max Angle Fit : 62.2369 - Q value       : -13.1803 - Track points : 17
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 75 - PRA Multiplicity : 2 - Max angle PRA : 132.827 - Max Angle Fit : 47.058 - Q value       : 3.80709 - Track points : 150
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 77 - PRA Multiplicity : 2 - Max angle PRA : 132.501 - Max Angle Fit : 47.4904 - Q value       : 2.73643 - Track points : 158
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 79 - PRA Multiplicity : 2 - Max angle PRA : 126.352 - Max Angle Fit : 53.6477 - Q value       : 3.69923 - Track points : 145
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 81 - PRA Multiplicity : 3 - Max angle PRA : 116.772 - Max Angle Fit : 64.0343 - Q value       : 2.68614 - Track points : 35
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 83 - PRA Multiplicity : 2 - Max angle PRA : 126.061 - Max Angle Fit : 53.8121 - Q value       : 3.61062 - Track points : 142
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 85 - PRA Multiplicity : 2 - Max angle PRA : 124.176 - Max Angle Fit : 55.7749 - Q value       : 3.46899 - Track points : 183
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 87 - PRA Multiplicity : 2 - Max angle PRA : 129.176 - Max Angle Fit : 50.8009 - Q value       : 3.83903 - Track points : 155
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 89 - PRA Multiplicity : 2 - Max angle PRA : 133.121 - Max Angle Fit : 46.8674 - Q value       : 3.61718 - Track points : 143
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 91 - PRA Multiplicity : 2 - Max angle PRA : 132.143 - Max Angle Fit : 47.9095 - Q value       : 3.98318 - Track points : 158
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 95 - PRA Multiplicity : 2 - Max angle PRA : 128.075 - Max Angle Fit : 51.8411 - Q value       : 3.70301 - Track points : 157
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 97 - PRA Multiplicity : 2 - Max angle PRA : 126.494 - Max Angle Fit : 53.4314 - Q value       : 3.73641 - Track points : 138
data_sim_0_0/fit_analysis__sim_run_sim_0_0_3300_3400.root - Event : 99 - PRA Multiplicity : 2 - Max angle PRA : 121.187 - Max Angle Fit : 58.7505 - Q value       : 3.5085 - Track points : 162
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 1 - PRA Multiplicity : 2 - Max angle PRA : 123.926 - Max Angle Fit : 56.0594 - Q value       : 3.51919 - Track points : 170
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 5 - PRA Multiplicity : 3 - Max angle PRA : 122.794 - Max Angle Fit : 56.9616 - Q value       : -1.9016 - Track points : 22
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 7 - PRA Multiplicity : 2 - Max angle PRA : 130.445 - Max Angle Fit : 49.5924 - Q value       : 3.98583 - Track points : 136
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 9 - PRA Multiplicity : 2 - Max angle PRA : 127.117 - Max Angle Fit : 52.8561 - Q value       : 3.90932 - Track points : 159
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 11 - PRA Multiplicity : 2 - Max angle PRA : 129.777 - Max Angle Fit : 50.2335 - Q value       : 3.95445 - Track points : 135
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 13 - PRA Multiplicity : 2 - Max angle PRA : 134.299 - Max Angle Fit : 45.727 - Q value       : 3.52606 - Track points : 134
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 15 - PRA Multiplicity : 2 - Max angle PRA : 120.892 - Max Angle Fit : 59.0872 - Q value       : 3.48735 - Track points : 162
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 17 - PRA Multiplicity : 2 - Max angle PRA : 127.422 - Max Angle Fit : 52.5699 - Q value       : 3.35431 - Track points : 175
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 19 - PRA Multiplicity : 3 - Max angle PRA : 116.732 - Max Angle Fit : 64.8871 - Q value       : 2.50211 - Track points : 44
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 21 - PRA Multiplicity : 5 - Max angle PRA : 117.475 - Max Angle Fit : 62.4939 - Q value       : 3.50732 - Track points : 36
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 23 - PRA Multiplicity : 2 - Max angle PRA : 131.93 - Max Angle Fit : 47.979 - Q value       : 3.53411 - Track points : 139
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 25 - PRA Multiplicity : 2 - Max angle PRA : 122.517 - Max Angle Fit : 57.5688 - Q value       : 3.44758 - Track points : 176
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 27 - PRA Multiplicity : 2 - Max angle PRA : 125.647 - Max Angle Fit : 54.392 - Q value       : 3.82424 - Track points : 155
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 29 - PRA Multiplicity : 2 - Max angle PRA : 130.324 - Max Angle Fit : 49.6587 - Q value       : 3.6437 - Track points : 159
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 31 - PRA Multiplicity : 2 - Max angle PRA : 123.99 - Max Angle Fit : 55.9671 - Q value       : 3.55559 - Track points : 169
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 35 - PRA Multiplicity : 2 - Max angle PRA : 126.605 - Max Angle Fit : 53.2194 - Q value       : 3.82089 - Track points : 142
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 37 - PRA Multiplicity : 2 - Max angle PRA : 125.475 - Max Angle Fit : 54.4702 - Q value       : 3.82287 - Track points : 144
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 39 - PRA Multiplicity : 3 - Max angle PRA : 117.57 - Max Angle Fit : 62.4955 - Q value       : 3.479 - Track points : 201
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 41 - PRA Multiplicity : 2 - Max angle PRA : 131.497 - Max Angle Fit : 48.3832 - Q value       : 3.81524 - Track points : 154
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 43 - PRA Multiplicity : 2 - Max angle PRA : 127.954 - Max Angle Fit : 51.9247 - Q value       : 3.70666 - Track points : 155
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 45 - PRA Multiplicity : 2 - Max angle PRA : 127.988 - Max Angle Fit : 52.0407 - Q value       : 3.85324 - Track points : 156
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 47 - PRA Multiplicity : 2 - Max angle PRA : 125.881 - Max Angle Fit : 53.9898 - Q value       : 3.456 - Track points : 153
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 49 - PRA Multiplicity : 2 - Max angle PRA : 129.878 - Max Angle Fit : 49.9997 - Q value       : 3.63784 - Track points : 161
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 51 - PRA Multiplicity : 2 - Max angle PRA : 121.324 - Max Angle Fit : 58.6631 - Q value       : 3.62322 - Track points : 168
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 57 - PRA Multiplicity : 2 - Max angle PRA : 131.529 - Max Angle Fit : 48.4146 - Q value       : 3.67358 - Track points : 147
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 59 - PRA Multiplicity : 2 - Max angle PRA : 120.889 - Max Angle Fit : 59.1055 - Q value       : 3.45579 - Track points : 165
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 61 - PRA Multiplicity : 2 - Max angle PRA : 121.178 - Max Angle Fit : 58.8142 - Q value       : 3.63542 - Track points : 159
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 63 - PRA Multiplicity : 2 - Max angle PRA : 129.707 - Max Angle Fit : 50.2543 - Q value       : 3.98357 - Track points : 146
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 65 - PRA Multiplicity : 3 - Max angle PRA : 123.088 - Max Angle Fit : 56.7052 - Q value       : -5.28749 - Track points : 17
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 67 - PRA Multiplicity : 2 - Max angle PRA : 129.318 - Max Angle Fit : 50.6543 - Q value       : 3.01844 - Track points : 165
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 69 - PRA Multiplicity : 2 - Max angle PRA : 133.179 - Max Angle Fit : 46.8039 - Q value       : 4.40133 - Track points : 154
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 71 - PRA Multiplicity : 2 - Max angle PRA : 122.81 - Max Angle Fit : 57.1211 - Q value       : 3.52674 - Track points : 171
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 73 - PRA Multiplicity : 2 - Max angle PRA : 120.461 - Max Angle Fit : 59.4613 - Q value       : 3.59862 - Track points : 150
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 77 - PRA Multiplicity : 2 - Max angle PRA : 128.289 - Max Angle Fit : 51.6251 - Q value       : 3.51595 - Track points : 160
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 79 - PRA Multiplicity : 2 - Max angle PRA : 129.726 - Max Angle Fit : 50.2921 - Q value       : 3.23535 - Track points : 179
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 81 - PRA Multiplicity : 2 - Max angle PRA : 130.298 - Max Angle Fit : 49.6747 - Q value       : 4.07082 - Track points : 141
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 83 - PRA Multiplicity : 2 - Max angle PRA : 127.028 - Max Angle Fit : 53.026 - Q value       : 3.54699 - Track points : 150
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 85 - PRA Multiplicity : 2 - Max angle PRA : 127.545 - Max Angle Fit : 52.3686 - Q value       : 3.90119 - Track points : 146
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 87 - PRA Multiplicity : 2 - Max angle PRA : 120.335 - Max Angle Fit : 59.7 - Q value       : 3.44852 - Track points : 177
data_sim_0_0/fit_analysis__sim_run_sim_0_0_15800_15900.root - Event : 89 - PRA Multiplicity : 2 - Max angle PRA : 126.632 - Max Angle Fit : 53.3861 - Q value       : 3.8385 - Track points : 156
